locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMFGFLLL_00324	CDS	792	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EMFGFLLL_00325	CDS	867	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
EMFGFLLL_00326	CDS	999	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
EMFGFLLL_00327	CDS	1431	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
EMFGFLLL_00328	CDS	1161	ydcO		COG3135	Inner membrane protein YdcO
EMFGFLLL_00329	CDS	546	sutR		COG1396	HTH-type transcriptional regulator SutR
EMFGFLLL_00330	CDS	2016	smc_1			Chromosome partition protein Smc
EMFGFLLL_00331	CDS	1872	lplT			Lysophospholipid transporter LplT
EMFGFLLL_00332	CDS	591				hypothetical protein
EMFGFLLL_00333	CDS	141				hypothetical protein
EMFGFLLL_00334	CDS	876				hypothetical protein
EMFGFLLL_00335	CDS	375				hypothetical protein
EMFGFLLL_00336	CDS	489	nlpE		COG3015	Lipoprotein NlpE
EMFGFLLL_00337	CDS	264	minE		COG0851	Cell division topological specificity factor
EMFGFLLL_00338	CDS	813	minD		COG2894	Septum site-determining protein MinD
EMFGFLLL_00339	CDS	663	minC		COG0850	Septum site-determining protein MinC
EMFGFLLL_00340	CDS	279	ycgL		COG3100	Protein YcgL
EMFGFLLL_00341	CDS	972				Tn3 family transposase TnXax1
EMFGFLLL_00342	CDS	948	dmlR_1			HTH-type transcriptional regulator DmlR
EMFGFLLL_00343	CDS	1206	nupX_1		COG1972	Putative nucleoside permease NupX
EMFGFLLL_00344	CDS	114				hypothetical protein
EMFGFLLL_00345	CDS	2541				hypothetical protein
EMFGFLLL_00346	CDS	1095	torY		COG3005	Cytochrome c-type protein TorY
EMFGFLLL_00347	CDS	2448	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
EMFGFLLL_00348	CDS	1827				hypothetical protein
EMFGFLLL_00349	CDS	891	dmlR_2			HTH-type transcriptional regulator DmlR
EMFGFLLL_00350	CDS	1464	mhpA	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
EMFGFLLL_00351	CDS	849				hypothetical protein
EMFGFLLL_00352	CDS	861	folD			Bifunctional protein FolD protein
EMFGFLLL_00353	tRNA	77				tRNA-Arg(tct)
EMFGFLLL_00354	CDS	1296				hypothetical protein
EMFGFLLL_00355	CDS	183				hypothetical protein
EMFGFLLL_00356	CDS	663		3.1.3.-	COG0560	putative phosphatase
EMFGFLLL_00357	CDS	621	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
EMFGFLLL_00358	CDS	450				hypothetical protein
EMFGFLLL_00359	CDS	672				hypothetical protein
EMFGFLLL_00360	CDS	933				hypothetical protein
EMFGFLLL_00361	CDS	693				hypothetical protein
EMFGFLLL_00362	CDS	1884				hypothetical protein
EMFGFLLL_00363	CDS	471				hypothetical protein
EMFGFLLL_00364	CDS	102				hypothetical protein
EMFGFLLL_00365	CDS	1470	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
EMFGFLLL_00366	CDS	999	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
EMFGFLLL_00367	CDS	663	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
EMFGFLLL_00368	CDS	1362	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EMFGFLLL_00369	CDS	1341	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
EMFGFLLL_00370	CDS	1794	dctB	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
EMFGFLLL_00371	CDS	1302	tig	5.2.1.8	COG0544	Trigger factor
EMFGFLLL_00372	CDS	627	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
EMFGFLLL_00373	CDS	1281	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
EMFGFLLL_00374	CDS	2361	lon_1	3.4.21.53	COG0466	Lon protease
EMFGFLLL_00375	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
EMFGFLLL_00376	CDS	1860	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
EMFGFLLL_00377	CDS	312				hypothetical protein
EMFGFLLL_00378	CDS	678	cmk	2.7.4.25	COG0283	Cytidylate kinase
EMFGFLLL_00379	CDS	1671	rpsA		COG0539	30S ribosomal protein S1
EMFGFLLL_00380	CDS	279	ihfB		COG0776	Integration host factor subunit beta
EMFGFLLL_00381	CDS	282	lapA		COG3771	Lipopolysaccharide assembly protein A
EMFGFLLL_00382	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
EMFGFLLL_00383	CDS	696	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
EMFGFLLL_00384	CDS	771				hypothetical protein
EMFGFLLL_00385	CDS	765				hypothetical protein
EMFGFLLL_00386	CDS	975	cysB			HTH-type transcriptional regulator CysB
EMFGFLLL_00387	CDS	1197				hypothetical protein
EMFGFLLL_00388	CDS	1125	ald	1.4.1.1	COG0686	Alanine dehydrogenase
EMFGFLLL_00389	CDS	495	lrp_1		COG1522	Leucine-responsive regulatory protein
EMFGFLLL_00390	CDS	2883				hypothetical protein
EMFGFLLL_00391	CDS	522	dsbB		COG1495	Disulfide bond formation protein B
EMFGFLLL_00392	CDS	1593	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
EMFGFLLL_00393	CDS	840	fadR		COG2186	Fatty acid metabolism regulator protein
EMFGFLLL_00394	CDS	135				hypothetical protein
EMFGFLLL_00395	CDS	1152				hypothetical protein
EMFGFLLL_00396	CDS	1992				hypothetical protein
EMFGFLLL_00397	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
EMFGFLLL_00398	CDS	1413				hypothetical protein
EMFGFLLL_00399	CDS	390				hypothetical protein
EMFGFLLL_00400	CDS	591	lpoB			Penicillin-binding protein activator LpoB
EMFGFLLL_00401	CDS	861	thiK	2.7.1.89		Thiamine kinase
EMFGFLLL_00402	CDS	540				hypothetical protein
EMFGFLLL_00403	CDS	1290	ndh	1.6.99.3	COG1252	NADH dehydrogenase
EMFGFLLL_00404	CDS	537	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
EMFGFLLL_00405	CDS	2076				hypothetical protein
EMFGFLLL_00406	CDS	765				hypothetical protein
EMFGFLLL_00407	CDS	3468	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
EMFGFLLL_00408	CDS	576				hypothetical protein
EMFGFLLL_00409	CDS	1221	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
EMFGFLLL_00410	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EMFGFLLL_00411	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
EMFGFLLL_00412	CDS	531				hypothetical protein
EMFGFLLL_00413	CDS	2244				hypothetical protein
EMFGFLLL_00414	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
EMFGFLLL_00415	CDS	1011	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
EMFGFLLL_00416	CDS	180				hypothetical protein
EMFGFLLL_00417	CDS	759	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
EMFGFLLL_00418	CDS	1551				hypothetical protein
EMFGFLLL_00419	CDS	1272				hypothetical protein
EMFGFLLL_00420	CDS	1935				hypothetical protein
EMFGFLLL_00421	CDS	501				hypothetical protein
EMFGFLLL_00422	CDS	663				hypothetical protein
EMFGFLLL_00423	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
EMFGFLLL_00424	CDS	1881				hypothetical protein
EMFGFLLL_00425	CDS	987				hypothetical protein
EMFGFLLL_00426	CDS	2277	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
EMFGFLLL_00427	CDS	1542				hypothetical protein
EMFGFLLL_00428	CDS	171				hypothetical protein
EMFGFLLL_00429	CDS	771	occP			Octopine permease ATP-binding protein P
EMFGFLLL_00430	CDS	777	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
EMFGFLLL_00431	CDS	741	hisQ		COG4215	Histidine transport system permease protein HisQ
EMFGFLLL_00432	CDS	678	hisM		COG4160	Histidine transport system permease protein HisM
EMFGFLLL_00433	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
EMFGFLLL_00434	CDS	2121	mcpU		COG0840	Methyl-accepting chemotaxis protein McpU
EMFGFLLL_00435	CDS	213				hypothetical protein
EMFGFLLL_00436	CDS	552				hypothetical protein
EMFGFLLL_00437	CDS	777	yfcA_1		COG0730	putative membrane transporter protein YfcA
EMFGFLLL_00438	CDS	2076	dinG_1	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
EMFGFLLL_00439	CDS	1035	ompH			Porin-like protein H
EMFGFLLL_00440	CDS	675				hypothetical protein
EMFGFLLL_00441	CDS	456				hypothetical protein
EMFGFLLL_00442	CDS	1215	cdgJ_1	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
EMFGFLLL_00443	CDS	771	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
EMFGFLLL_00444	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
EMFGFLLL_00445	CDS	1380	cysS_1	6.1.1.16	COG0215	Cysteine--tRNA ligase
EMFGFLLL_00446	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
EMFGFLLL_00447	CDS	615	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
EMFGFLLL_00448	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
EMFGFLLL_00449	CDS	1587	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
EMFGFLLL_00450	CDS	1137	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
EMFGFLLL_00451	CDS	108	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
EMFGFLLL_00452	CDS	318				hypothetical protein
EMFGFLLL_00453	CDS	432	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
EMFGFLLL_00454	CDS	684	tolQ_1		COG0811	Tol-Pal system protein TolQ
EMFGFLLL_00455	CDS	441	tolR_1		COG0848	Tol-Pal system protein TolR
EMFGFLLL_00456	CDS	1071				hypothetical protein
EMFGFLLL_00457	CDS	1353	tolB_1		COG0823	Tol-Pal system protein TolB
EMFGFLLL_00458	CDS	519	pal_1		COG2885	Peptidoglycan-associated lipoprotein
EMFGFLLL_00459	CDS	765	cpoB		COG1729	Cell division coordinator CpoB
EMFGFLLL_00460	CDS	1062	nadA	2.5.1.72	COG0379	Quinolinate synthase A
EMFGFLLL_00461	CDS	573				hypothetical protein
EMFGFLLL_00462	CDS	2205	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_00463	CDS	447	alaE			L-alanine exporter AlaE
EMFGFLLL_00464	CDS	1221	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
EMFGFLLL_00465	CDS	1902				hypothetical protein
EMFGFLLL_00466	CDS	840	rhaR_2			HTH-type transcriptional activator RhaR
EMFGFLLL_00467	CDS	780				hypothetical protein
EMFGFLLL_00468	CDS	300	manP_1		COG1299	PTS system mannose-specific EIIBCA component
EMFGFLLL_00469	CDS	1866				hypothetical protein
EMFGFLLL_00470	CDS	1404				hypothetical protein
EMFGFLLL_00471	CDS	441	manP_2		COG1299	PTS system mannose-specific EIIBCA component
EMFGFLLL_00472	CDS	1521	ald1_1	1.2.1.48		Long-chain-aldehyde dehydrogenase
EMFGFLLL_00473	CDS	1764	acoR		COG3284	Acetoin catabolism regulatory protein
EMFGFLLL_00474	CDS	216			COG4628	DNA-binding protein
EMFGFLLL_00475	CDS	708				hypothetical protein
EMFGFLLL_00476	CDS	1389	cry1		COG0415	Cryptochrome DASH
EMFGFLLL_00477	CDS	396				hypothetical protein
EMFGFLLL_00478	CDS	474				hypothetical protein
EMFGFLLL_00479	CDS	204				hypothetical protein
EMFGFLLL_00480	CDS	2346	nanH	3.2.1.18	COG4409	Sialidase
EMFGFLLL_00481	CDS	1137	nagA_1	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
EMFGFLLL_00482	CDS	864	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
EMFGFLLL_00483	CDS	711	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
EMFGFLLL_00484	CDS	966	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
EMFGFLLL_00485	CDS	522	siaQ		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
EMFGFLLL_00486	CDS	1284	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
EMFGFLLL_00487	CDS	897	nanA	4.1.3.3		N-acetylneuraminate lyase
EMFGFLLL_00488	CDS	837	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
EMFGFLLL_00489	CDS	1155	nanM_1	5.1.3.24	COG3055	N-acetylneuraminate epimerase
EMFGFLLL_00490	CDS	1068	nanM_2	5.1.3.24	COG3055	N-acetylneuraminate epimerase
EMFGFLLL_00491	CDS	387				hypothetical protein
EMFGFLLL_00492	CDS	2046				hypothetical protein
EMFGFLLL_00493	CDS	639				hypothetical protein
EMFGFLLL_00494	CDS	384				hypothetical protein
EMFGFLLL_00495	CDS	783				hypothetical protein
EMFGFLLL_00496	CDS	342				hypothetical protein
EMFGFLLL_00497	CDS	114				hypothetical protein
EMFGFLLL_00498	CDS	771		3.1.1.2		Arylesterase
EMFGFLLL_00499	CDS	543	tdh3			Thermostable direct hemolysin-related
EMFGFLLL_00500	CDS	4524				hypothetical protein
EMFGFLLL_00501	CDS	753				hypothetical protein
EMFGFLLL_00502	CDS	1275				hypothetical protein
EMFGFLLL_00503	CDS	813				hypothetical protein
EMFGFLLL_00504	CDS	834				hypothetical protein
EMFGFLLL_00505	CDS	204				hypothetical protein
EMFGFLLL_00506	CDS	1593				hypothetical protein
EMFGFLLL_00507	CDS	639				hypothetical protein
EMFGFLLL_00508	CDS	258				hypothetical protein
EMFGFLLL_00509	CDS	534				hypothetical protein
EMFGFLLL_00510	CDS	459				hypothetical protein
EMFGFLLL_00511	CDS	489				hypothetical protein
EMFGFLLL_00512	CDS	1164				hypothetical protein
EMFGFLLL_00513	CDS	1050				hypothetical protein
EMFGFLLL_00514	CDS	726				hypothetical protein
EMFGFLLL_00515	CDS	603				hypothetical protein
EMFGFLLL_00516	CDS	393				hypothetical protein
EMFGFLLL_00517	CDS	576				hypothetical protein
EMFGFLLL_00518	CDS	291				hypothetical protein
EMFGFLLL_00519	CDS	948				hypothetical protein
EMFGFLLL_00520	CDS	597				hypothetical protein
EMFGFLLL_00521	CDS	1884				hypothetical protein
EMFGFLLL_00522	CDS	1053	yscU			Yop proteins translocation protein U
EMFGFLLL_00523	CDS	807	pal_2			Peptidoglycan-associated lipoprotein
EMFGFLLL_00524	CDS	393				hypothetical protein
EMFGFLLL_00525	CDS	1005				hypothetical protein
EMFGFLLL_00526	CDS	651				hypothetical protein
EMFGFLLL_00527	CDS	216				hypothetical protein
EMFGFLLL_00528	CDS	552				hypothetical protein
EMFGFLLL_00529	CDS	300				hypothetical protein
EMFGFLLL_00530	CDS	675	spaP		COG4790	Surface presentation of antigens protein SpaP
EMFGFLLL_00531	CDS	684				hypothetical protein
EMFGFLLL_00532	CDS	249				hypothetical protein
EMFGFLLL_00533	CDS	1470	sctC_1		COG1450	Type 3 secretion system secretin
EMFGFLLL_00534	CDS	1263	yscN	7.1.2.2		putative ATP synthase YscN
EMFGFLLL_00535	CDS	396				hypothetical protein
EMFGFLLL_00536	CDS	741				hypothetical protein
EMFGFLLL_00537	CDS	234				hypothetical protein
EMFGFLLL_00538	CDS	375				hypothetical protein
EMFGFLLL_00539	CDS	486				hypothetical protein
EMFGFLLL_00540	CDS	750				hypothetical protein
EMFGFLLL_00541	CDS	759				hypothetical protein
EMFGFLLL_00542	CDS	282				hypothetical protein
EMFGFLLL_00543	CDS	615				hypothetical protein
EMFGFLLL_00544	CDS	654				hypothetical protein
EMFGFLLL_00545	CDS	1155	intA_1		COG0582	Prophage integrase IntA
EMFGFLLL_00546	tRNA	88				tRNA-Ser(gga)
EMFGFLLL_00547	CDS	3051	acrF		COG0841	Multidrug export protein AcrF
EMFGFLLL_00548	CDS	1095	ttgG_1			Toluene efflux pump periplasmic linker protein TtgG
EMFGFLLL_00549	CDS	579	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
EMFGFLLL_00550	CDS	1629	pqiB		COG3008	Intermembrane transport protein PqiB
EMFGFLLL_00551	CDS	1305	pqiA		COG2995	Intermembrane transport protein PqiA
EMFGFLLL_00552	CDS	1737				hypothetical protein
EMFGFLLL_00553	CDS	630				hypothetical protein
EMFGFLLL_00554	CDS	1452	tgnE	1.2.1.24	COG1012	Succinate semialdehyde dehydrogenase
EMFGFLLL_00555	CDS	282				hypothetical protein
EMFGFLLL_00556	CDS	912				hypothetical protein
EMFGFLLL_00557	CDS	627				hypothetical protein
EMFGFLLL_00558	CDS	2283	fadE_2	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
EMFGFLLL_00559	CDS	1206	fabV_1	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH] 1
EMFGFLLL_00560	CDS	219	infA		COG0361	Translation initiation factor IF-1
EMFGFLLL_00561	CDS	702	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
EMFGFLLL_00562	CDS	732	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
EMFGFLLL_00563	CDS	1281	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EMFGFLLL_00564	CDS	249	yciN			Protein YciN
EMFGFLLL_00565	CDS	2631	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
EMFGFLLL_00566	CDS	1218	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
EMFGFLLL_00567	CDS	1455	glgA	2.4.1.21	COG0297	Glycogen synthase
EMFGFLLL_00568	CDS	819	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
EMFGFLLL_00569	CDS	312				hypothetical protein
EMFGFLLL_00570	CDS	690				hypothetical protein
EMFGFLLL_00571	CDS	588	tfoX1_1		COG3070	DNA transformation protein TfoX1
EMFGFLLL_00572	CDS	1011	purR		COG1609	HTH-type transcriptional repressor PurR
EMFGFLLL_00573	CDS	663	torD_1		COG3381	Chaperone protein TorD
EMFGFLLL_00574	CDS	705	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
EMFGFLLL_00575	CDS	822				hypothetical protein
EMFGFLLL_00576	CDS	783	cmoM_1	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
EMFGFLLL_00577	CDS	1338	mukF		COG3006	Chromosome partition protein MukF
EMFGFLLL_00578	CDS	723	mukE		COG3095	Chromosome partition protein MukE
EMFGFLLL_00579	CDS	4476	mukB		COG3096	Chromosome partition protein MukB
EMFGFLLL_00580	CDS	1170	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
EMFGFLLL_00581	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
EMFGFLLL_00582	CDS	450				hypothetical protein
EMFGFLLL_00583	CDS	444	lrp_2		COG1522	Leucine-responsive regulatory protein
EMFGFLLL_00584	CDS	585				hypothetical protein
EMFGFLLL_00585	CDS	2370				hypothetical protein
EMFGFLLL_00586	CDS	2457				hypothetical protein
EMFGFLLL_00587	CDS	2769				hypothetical protein
EMFGFLLL_00588	CDS	687				hypothetical protein
EMFGFLLL_00589	CDS	201				hypothetical protein
EMFGFLLL_00590	CDS	918	metR			HTH-type transcriptional regulator MetR
EMFGFLLL_00591	CDS	2286	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EMFGFLLL_00592	CDS	459				hypothetical protein
EMFGFLLL_00593	CDS	297	yciI		COG2350	Protein YciI
EMFGFLLL_00594	CDS	420		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
EMFGFLLL_00595	CDS	546	yciB_1		COG2917	putative intracellular septation protein A
EMFGFLLL_00596	CDS	225				hypothetical protein
EMFGFLLL_00597	CDS	648	ydcF		COG1434	Protein YdcF
EMFGFLLL_00598	CDS	831	yeeZ		COG0451	Protein YeeZ
EMFGFLLL_00599	CDS	234				hypothetical protein
EMFGFLLL_00600	CDS	843	focA		COG2116	putative formate transporter 1
EMFGFLLL_00601	CDS	183				hypothetical protein
EMFGFLLL_00602	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
EMFGFLLL_00603	CDS	2463	torA	1.7.2.3		Trimethylamine-N-oxide reductase
EMFGFLLL_00604	CDS	1737				hypothetical protein
EMFGFLLL_00605	CDS	1209				hypothetical protein
EMFGFLLL_00606	CDS	906	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
EMFGFLLL_00607	CDS	390				hypothetical protein
EMFGFLLL_00608	CDS	768				hypothetical protein
EMFGFLLL_00609	CDS	789	sapF		COG4167	Putrescine export system ATP-binding protein SapF
EMFGFLLL_00610	CDS	996	sapD		COG4170	Peptide transport system ATP-binding protein SapD
EMFGFLLL_00611	CDS	888	sapC		COG4171	Peptide transport system permease protein SapC
EMFGFLLL_00612	CDS	963	sapB		COG4168	Putrescine export system permease protein SapB
EMFGFLLL_00613	CDS	1584	sapA		COG4166	Peptide transport periplasmic protein SapA
EMFGFLLL_00614	CDS	1017	pspF		COG1221	Psp operon transcriptional activator
EMFGFLLL_00615	CDS	669	pspA		COG1842	Phage shock protein A
EMFGFLLL_00616	CDS	234	pspB			Phage shock protein B
EMFGFLLL_00617	CDS	390	pspC		COG1983	Phage shock protein C
EMFGFLLL_00618	CDS	1032	ttgD			Toluene efflux pump periplasmic linker protein TtgD
EMFGFLLL_00619	CDS	1080	ttgG_2			Toluene efflux pump periplasmic linker protein TtgG
EMFGFLLL_00620	CDS	3099	czcA			Cobalt-zinc-cadmium resistance protein CzcA
EMFGFLLL_00621	CDS	579	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
EMFGFLLL_00622	CDS	1191	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
EMFGFLLL_00623	CDS	1455	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
EMFGFLLL_00624	CDS	1287				hypothetical protein
EMFGFLLL_00625	CDS	708				hypothetical protein
EMFGFLLL_00626	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
EMFGFLLL_00627	CDS	663	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
EMFGFLLL_00628	CDS	1701				hypothetical protein
EMFGFLLL_00629	CDS	1149	ynjB		COG4134	Protein YnjB
EMFGFLLL_00630	CDS	444	hslJ		COG3187	Heat shock protein HslJ
EMFGFLLL_00631	CDS	267				hypothetical protein
EMFGFLLL_00632	CDS	216				hypothetical protein
EMFGFLLL_00633	CDS	1098	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
EMFGFLLL_00634	CDS	927	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
EMFGFLLL_00635	CDS	948				hypothetical protein
EMFGFLLL_00636	CDS	1254	sdaC_1		COG0814	Serine transporter
EMFGFLLL_00637	CDS	126				hypothetical protein
EMFGFLLL_00638	CDS	864				hypothetical protein
EMFGFLLL_00639	CDS	1353			COG2239	Magnesium transporter MgtE
EMFGFLLL_00640	CDS	3531	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_00641	CDS	1755	rssB_1			Regulator of RpoS
EMFGFLLL_00642	CDS	1662	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
EMFGFLLL_00643	CDS	2439	prt	3.4.24.3		Microbial collagenase
EMFGFLLL_00644	CDS	1638				hypothetical protein
EMFGFLLL_00645	CDS	1764	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
EMFGFLLL_00646	CDS	165				hypothetical protein
EMFGFLLL_00647	CDS	609	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
EMFGFLLL_00648	CDS	1191				hypothetical protein
EMFGFLLL_00649	CDS	1704				hypothetical protein
EMFGFLLL_00650	CDS	402				hypothetical protein
EMFGFLLL_00651	CDS	774	bluF			Blue light- and temperature-regulated antirepressor BluF
EMFGFLLL_00652	CDS	279	rplY		COG1825	50S ribosomal protein L25
EMFGFLLL_00653	CDS	1374	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
EMFGFLLL_00654	CDS	660	mprA		COG0745	Response regulator MprA
EMFGFLLL_00655	CDS	402				hypothetical protein
EMFGFLLL_00656	CDS	1785	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
EMFGFLLL_00657	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
EMFGFLLL_00658	CDS	1206	bcr_1			Bicyclomycin resistance protein
EMFGFLLL_00659	CDS	660				hypothetical protein
EMFGFLLL_00660	CDS	1437				hypothetical protein
EMFGFLLL_00661	CDS	1377	norM_1		COG0534	Multidrug resistance protein NorM
EMFGFLLL_00662	CDS	672			COG1136	putative ABC transporter ATP-binding protein
EMFGFLLL_00663	CDS	2454				hypothetical protein
EMFGFLLL_00664	CDS	1119				hypothetical protein
EMFGFLLL_00665	CDS	1149	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
EMFGFLLL_00666	CDS	2886	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
EMFGFLLL_00667	CDS	1245		1.5.1.43	COG1748	Carboxynorspermidine synthase
EMFGFLLL_00668	CDS	1134	nspC	4.1.1.96	COG0019	Carboxynorspermidine/carboxyspermidine decarboxylase
EMFGFLLL_00669	CDS	639	oprF		COG2885	Outer membrane porin F
EMFGFLLL_00670	CDS	1338	bepC			Outer membrane efflux protein BepC
EMFGFLLL_00671	CDS	561				hypothetical protein
EMFGFLLL_00672	CDS	96				hypothetical protein
EMFGFLLL_00673	CDS	3768				hypothetical protein
EMFGFLLL_00674	CDS	774			COG3385	IS4 family transposase ISPcc6
EMFGFLLL_00675	CDS	549				hypothetical protein
EMFGFLLL_00676	CDS	1218	ynfM			Inner membrane transport protein YnfM
EMFGFLLL_00677	CDS	870	cynR_2			HTH-type transcriptional regulator CynR
EMFGFLLL_00678	CDS	234				hypothetical protein
EMFGFLLL_00679	CDS	513	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
EMFGFLLL_00680	CDS	1089	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
EMFGFLLL_00681	CDS	225				hypothetical protein
EMFGFLLL_00682	CDS	714	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
EMFGFLLL_00683	CDS	942	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
EMFGFLLL_00684	CDS	375				hypothetical protein
EMFGFLLL_00685	CDS	1149	lnrN		COG0842	Linearmycin resistance permease protein LnrN
EMFGFLLL_00686	CDS	1164				hypothetical protein
